trip_id,arrival_time,departure_time,stop_id,stop_sequence
1030_4214_SUN_UP,22:15:31,22:15:41,873,21
1030_4214_SUN_UP,,,1105,22
1030_4214_SUN_UP,,,1109,23
1030_4214_SUN_UP,22:18:25,22:18:35,666,24
1030_4214_SUN_UP,,,3445,25
1030_4214_SUN_UP,,,500,26
1030_4214_SUN_UP,22:21:39,22:21:49,751,27
1030_4214_SUN_UP,22:24:34,22:24:44,867,28
1030_4214_SUN_UP,,,866,29
1030_4214_SUN_UP,,,865,30
1030_4214_SUN_UP,,,864,31
1030_4214_SUN_UP,22:27:09,22:27:19,863,32
1030_4214_SUN_DOWN,20:47:35,20:47:45,863,1
1030_4214_SUN_DOWN,,,864,2
1030_4214_SUN_DOWN,,,865,3
1030_4214_SUN_DOWN,,,866,4
1030_4214_SUN_DOWN,20:50:29,20:50:39,867,5
1030_4214_SUN_DOWN,,,1106,6
1030_4214_SUN_DOWN,20:53:43,20:53:53,751,7
1030_4214_SUN_DOWN,,,500,8
1030_4214_SUN_DOWN,,,3445,9
1030_4214_SUN_DOWN,20:56:37,20:56:47,666,10
1030_4214_SUN_DOWN,,,1109,11
1030_4214_SUN_DOWN,,,1105,12
1030_4214_SUN_DOWN,20:58:53,20:59:03,873,13
1030_4214_SUN_DOWN,,,872,14
1030_4214_SUN_DOWN,,,3137,15
1030_4214_SUN_DOWN,,,679,16
1030_4214_SUN_DOWN,,,680,17
1030_4214_SUN_DOWN,21:01:09,21:01:19,818,18
1030_4214_SUN_DOWN,,,202,19
1030_4214_SUN_DOWN,,,3147,20
1030_4214_SUN_DOWN,21:04:23,21:04:33,9,21
1030_4214_SUN_DOWN,,,8,22
1030_4214_SUN_DOWN,,,897,23
1030_4214_SUN_DOWN,,,895,24
1030_4214_SUN_DOWN,21:09:13,21:09:23,6,25
1030_4214_SUN_DOWN,,,703,26
1030_4214_SUN_DOWN,21:10:12,21:10:22,4,27
1030_4214_SUN_DOWN,21:13:25,21:13:35,3,28
1030_4214_SUN_DOWN,,,2,29
1030_4214_SUN_DOWN,,,41,30
1030_4214_SUN_DOWN,,,3540,31
1030_4214_SUN_DOWN,21:16:20,21:16:30,40,32
1030_4214_SUN_DOWN,,,39,33
1030_4214_SUN_DOWN,,,3454,34
1030_4214_SUN_DOWN,21:19:14,21:19:14,37,35
