trip_id,start_time,end_time,headway_secs
3551_MS_DOWN,17:00:00,20:00:00,1320
3551_MS_DOWN,20:00:00,21:35:00,1500
3551_SH_UP,20:38:00,07:00:00,1200
3551_SH_UP,07:00:00,11:00:00,1140
3551_SH_UP,11:00:00,17:00:00,1260
3551_SH_UP,17:00:00,20:00:00,1020
3551_SH_UP,20:00:00,21:50:00,1080
3551_SH_DOWN,07:05:00,07:00:00,1200
3551_SH_DOWN,07:00:00,11:00:00,1140
3551_SH_DOWN,11:00:00,17:00:00,1260
3551_SH_DOWN,17:00:00,20:00:00,1020
3551_SH_DOWN,20:00:00,08:18:00,1080
3551_SUN_UP,11:00:00,17:00:00,1500
3551_SUN_UP,17:00:00,20:00:00,1500
3551_SUN_DOWN,11:00:00,17:00:00,1500
3551_SUN_DOWN,17:00:00,20:00:00,1500
4460_SUN_UP,06:45:00,07:00:00,1500
4460_SUN_UP,07:00:00,11:00:00,1740
4460_SUN_UP,11:00:00,17:00:00,1860
4460_SUN_UP,17:00:00,20:00:00,1920
4460_SUN_UP,20:00:00,21:15:00,1500
4460_SUN_DOWN,06:55:00,07:00:00,1500
4460_SUN_DOWN,07:00:00,11:00:00,1740
4460_SUN_DOWN,11:00:00,17:00:00,1860
4460_SUN_DOWN,17:00:00,20:00:00,1920
4460_SUN_DOWN,20:00:00,22:00:00,1500
4460_MF_UP,06:35:00,07:00:00,660
4460_MF_UP,07:00:00,11:00:00,960
4460_MF_UP,11:00:00,17:00:00,1260
4460_MF_UP,17:00:00,20:00:00,1440
4460_MF_UP,20:00:00,21:15:00,1560
4460_MF_DOWN,06:35:00,07:00:00,660
4460_MF_DOWN,07:00:00,11:00:00,960
4460_MF_DOWN,11:00:00,17:00:00,1260
4460_MF_DOWN,17:00:00,20:00:00,1440
4460_MF_DOWN,20:00:00,22:05:00,1560
4460_SAT&HOL_UP,06:35:00,07:00:00,1080
4460_SAT&HOL_UP,11:00:00,17:00:00,1560
4460_SAT&HOL_UP,17:00:00,20:00:00,1740
4460_SAT&HOL_UP,20:00:00,21:15:00,1860
4460_SAT&HOL_DOWN,06:35:00,07:00:00,1080
4460_SAT&HOL_DOWN,11:00:00,17:00:00,1560
4460_SAT&HOL_DOWN,17:00:00,20:00:00,1740
4460_SAT&HOL_DOWN,20:00:00,22:05:00,1860
1060_MS_UP,06:05:00,07:00:00,1500
1060_MS_UP,07:00:00,11:00:00,1080
1060_MS_UP,11:00:00,17:00:00,1380
1060_MS_UP,17:00:00,20:00:00,1260
1060_MS_UP,20:00:00,20:40:00,1200
1060_MS_DOWN,06:45:00,07:00:00,1500
1060_MS_DOWN,07:00:00,11:00:00,1080
